AS1,AS2,AS3,AS4,AS5,AS6,AS7,AS8,AS9,AS10,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,DO1,DO2,DO3,DO4,DO5,DO6,DO7,DO8,DO9,DO10,age,gender,AS,SC,AD,DO,final
4,5,4,4,4,4,2,3,1,1,3,4,4,4,4,2,2,3,4,2,3,2,2,4,4,3,3,4,3,2,5,5,3,4,3,4,3,2,3,4,51,1,32,32,30,36,DO
2,2,1,2,2,2,4,4,3,4,2,5,1,2,2,4,3,4,4,4,3,4,2,3,4,2,2,3,2,4,3,3,3,2,3,1,3,3,2,1,27,1,26,31,29,24,SC
4,5,4,4,4,4,2,2,2,2,3,4,4,4,3,2,2,3,2,2,5,4,4,4,2,1,1,2,1,1,4,4,4,2,3,4,3,4,2,2,20,1,33,29,25,32,AS
4,2,2,4,3,2,2,2,2,2,4,3,3,3,4,2,2,2,2,2,3,4,4,4,2,2,2,2,2,3,4,3,2,2,2,3,4,4,2,3,32,1,25,27,28,29,DO
5,4,3,4,3,2,1,2,1,2,5,2,5,5,5,4,4,2,1,1,4,4,5,4,2,2,2,2,1,3,1,1,2,2,2,1,3,4,3,0,63,2,27,34,29,19,SC
4,5,3,3,4,4,2,2,2,1,5,2,4,4,4,2,2,2,4,2,5,5,5,5,2,1,2,3,1,3,2,2,4,4,4,4,4,4,2,2,31,1,30,31,32,32,AD
5,4,3,4,4,5,1,3,1,1,4,3,1,5,3,1,1,2,3,1,3,5,5,4,3,1,1,3,1,3,1,1,4,4,3,3,5,5,3,4,33,1,31,24,29,33,DO
4,4,3,4,3,5,2,2,3,1,5,4,2,4,4,1,1,1,1,2,5,5,5,5,1,1,1,1,1,1,4,5,2,3,1,3,4,4,2,2,50,2,31,25,26,30,AS
4,4,4,4,3,5,1,2,1,1,5,4,4,4,3,1,2,1,2,2,5,5,5,5,1,1,1,1,1,1,5,5,2,3,1,2,5,5,2,2,52,2,29,28,26,32,DO
5,5,4,4,4,5,2,2,1,3,4,4,4,5,4,2,2,2,2,1,1,4,4,4,5,4,2,5,5,5,3,3,4,4,4,4,4,3,3,3,26,2,35,30,39,35,AD
4,4,3,4,3,4,3,3,2,4,4,4,1,4,2,2,4,2,4,4,5,4,5,5,3,2,2,4,1,2,5,5,5,4,4,4,5,5,4,3,25,1,34,31,33,44,DO
5,4,4,4,4,5,3,2,1,4,4,4,5,5,4,1,1,1,1,1,2,5,4,4,2,4,3,4,1,2,4,4,4,4,4,4,4,4,4,3,40,1,36,27,31,39,DO
5,5,5,4,4,4,2,3,1,1,5,4,4,4,3,2,2,2,2,2,3,5,5,5,2,2,2,3,1,1,5,5,4,3,3,3,4,4,3,3,39,1,34,30,29,37,DO
4,3,3,4,4,4,1,1,1,1,2,3,4,4,4,3,2,4,3,2,4,5,5,5,3,2,2,4,2,4,4,4,3,4,4,4,4,4,3,3,20,2,26,31,36,37,DO
3,2,2,4,3,4,3,3,2,2,4,4,4,4,3,2,2,2,2,2,3,4,4,4,4,2,2,2,2,2,4,4,3,2,4,3,4,3,2,2,29,1,28,29,29,31,DO
4,5,4,4,4,4,2,2,1,2,4,3,3,4,4,2,1,2,3,2,3,4,3,2,4,4,4,4,2,2,5,4,3,3,3,2,5,4,4,4,33,2,32,28,32,37,DO
4,4,3,4,3,3,3,3,2,2,0,2,2,4,4,2,2,4,4,2,0,4,3,4,3,2,2,4,2,4,2,4,3,2,2,2,3,0,2,2,39,1,31,26,28,22,AS
4,3,2,2,2,2,4,3,4,3,2,3,5,3,2,3,4,4,4,3,3,3,4,2,4,4,4,4,4,4,3,3,4,4,2,3,3,3,3,2,24,1,29,33,36,30,AD
5,3,3,4,3,3,3,3,3,2,2,5,3,5,3,3,3,2,2,2,3,3,4,3,3,3,3,3,2,3,4,4,4,3,3,3,3,4,3,3,26,1,32,30,30,34,DO
4,4,4,3,3,3,2,2,2,2,3,3,3,4,3,3,2,2,3,2,4,5,5,4,1,1,1,1,1,1,2,2,2,3,3,2,4,4,1,2,49,1,29,28,24,25,AS
3,5,4,4,3,4,3,4,3,1,4,2,3,3,4,4,2,3,4,3,5,5,5,5,2,4,2,4,3,2,4,4,4,4,4,2,4,2,2,3,28,1,34,32,37,33,AD
3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,4,2,4,3,3,3,3,3,2,3,3,3,4,3,3,4,3,5,5,3,3,29,1,33,32,29,36,DO
4,5,5,4,4,4,2,3,1,2,5,4,3,4,4,3,2,2,3,2,3,4,4,4,2,4,4,3,2,3,4,4,4,3,4,2,4,4,3,3,23,1,34,32,33,35,DO
4,4,4,5,5,4,2,3,1,1,3,4,4,4,5,1,1,3,1,2,4,5,5,5,3,1,1,3,1,2,5,5,5,5,5,2,4,4,3,4,34,1,33,28,30,42,DO
4,4,2,4,3,4,4,4,2,1,5,4,4,4,4,2,2,1,2,2,3,4,4,4,2,2,2,4,2,2,1,1,4,2,2,2,4,4,2,1,36,1,32,30,29,23,AS
3,4,3,3,5,5,1,3,1,1,4,3,3,2,2,4,2,4,4,4,3,4,4,4,3,3,2,4,1,4,5,5,2,2,2,2,4,4,1,2,52,2,29,32,32,29,SC
5,5,1,5,5,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,1,24,1,30,30,26,26,AS
3,3,3,3,2,2,2,3,2,3,2,4,4,3,3,2,2,2,4,4,2,2,5,4,2,4,3,4,1,2,2,2,2,2,2,2,3,4,2,2,37,1,26,30,29,23,SC
4,4,2,4,2,3,4,2,1,2,4,4,2,4,3,2,3,2,2,4,4,4,4,4,4,2,2,2,2,2,2,3,4,2,4,4,4,4,2,2,29,1,28,30,30,31,DO
4,4,2,4,4,4,4,4,1,2,2,2,1,4,3,4,2,4,4,4,2,5,4,4,4,2,2,2,2,1,1,1,4,1,4,2,3,4,1,1,29,1,33,30,28,22,AS
5,4,3,2,3,4,1,2,2,5,4,2,2,3,2,3,3,3,3,2,5,4,4,5,2,2,1,4,4,2,3,3,4,4,4,3,4,4,3,2,28,1,31,27,33,34,DO
1,2,2,2,3,5,2,2,5,2,4,1,5,1,4,5,2,2,5,4,1,3,4,2,5,4,4,4,2,3,2,2,2,2,2,2,2,2,2,1,39,2,26,33,32,19,SC
5,5,4,4,4,4,2,2,1,1,4,4,4,5,4,2,2,2,2,1,3,4,4,4,3,2,1,2,1,2,4,4,4,3,3,4,4,4,3,3,32,1,32,30,26,36,DO
2,4,3,3,2,2,4,4,2,2,4,2,2,2,2,4,2,2,3,4,5,5,4,4,2,1,1,4,4,2,4,5,3,3,2,4,5,4,4,2,26,1,28,27,32,36,DO
4,5,4,4,4,4,4,3,2,2,4,3,4,4,4,3,1,2,4,2,4,5,5,5,3,3,2,4,2,2,5,5,3,4,2,2,4,3,4,2,38,2,36,31,35,34,AS
5,4,4,3,4,4,3,3,3,1,4,3,2,4,3,4,2,1,3,1,3,3,4,4,3,2,1,3,2,3,4,4,4,3,5,5,4,4,3,3,29,2,34,27,28,39,DO
4,5,5,4,4,4,3,4,1,4,4,4,4,4,4,3,2,2,3,3,3,4,5,5,3,3,3,3,3,3,5,3,2,2,2,2,4,3,3,1,29,1,38,33,35,27,AS
5,5,3,4,5,4,1,1,1,1,5,5,4,5,5,3,1,1,3,1,5,5,5,5,1,1,1,3,1,1,5,5,1,5,5,4,5,5,5,5,17,3,30,33,28,45,DO
5,4,4,4,4,4,3,3,1,1,5,2,4,5,4,3,2,2,3,2,3,4,2,4,3,3,3,3,2,2,3,2,3,2,3,2,3,3,3,3,45,2,33,32,29,27,AS
5,2,4,4,4,3,2,3,1,1,5,5,4,5,4,1,1,1,1,1,4,4,4,4,1,1,1,1,1,2,1,1,3,3,4,3,5,4,1,1,20,2,29,28,23,26,AS
4,4,3,4,3,2,2,3,1,2,2,1,1,3,3,5,3,4,3,3,4,4,5,3,3,3,3,3,4,3,4,4,4,2,3,2,2,4,3,2,16,2,28,28,35,30,AD
4,4,3,4,3,3,2,2,1,1,5,5,2,4,3,1,2,2,1,1,3,5,5,5,4,1,2,2,2,2,3,3,3,3,3,3,4,2,2,2,19,1,27,26,31,28,AD
5,4,4,3,3,5,1,1,1,1,3,2,3,5,4,5,2,3,4,2,5,5,5,5,2,4,3,2,3,2,3,1,3,2,3,2,4,3,2,1,37,1,28,33,36,24,AD
5,5,5,5,5,5,1,1,2,1,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,2,5,1,5,5,4,5,4,5,5,5,4,5,14,1,35,30,31,47,DO
5,4,3,4,2,4,2,3,1,2,4,4,3,5,4,2,2,2,2,1,5,3,5,5,1,2,2,2,1,3,2,2,5,3,5,4,2,5,2,2,25,1,30,29,29,32,DO
2,2,2,2,2,2,4,4,1,1,2,2,2,2,2,2,4,4,4,4,1,5,5,5,1,1,1,1,1,1,5,5,2,1,2,2,2,2,1,1,30,1,22,28,22,23,SC
5,4,3,4,3,3,2,2,1,1,4,5,4,4,4,2,2,3,2,3,2,5,2,2,4,4,3,5,2,2,5,5,5,4,4,4,5,5,5,5,45,1,28,33,31,47,DO
5,4,4,4,4,4,2,2,1,1,4,3,4,5,4,3,2,2,3,2,5,5,5,5,2,1,1,3,2,4,0,4,4,2,5,3,4,4,4,4,44,1,31,32,33,34,DO
2,2,2,2,2,2,2,4,4,3,1,2,2,2,2,4,5,5,5,5,4,4,5,5,5,5,5,4,5,5,3,2,2,2,2,4,2,1,2,2,31,1,25,33,47,22,AD
2,2,2,2,2,2,4,4,4,2,1,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,31,1,26,30,40,20,AD
4,3,4,5,3,4,3,3,1,1,5,5,4,5,5,1,1,1,1,1,5,5,5,5,2,1,1,3,1,1,5,5,5,5,5,5,4,5,2,2,36,1,31,29,29,43,DO
5,5,5,5,5,5,1,1,1,1,2,4,2,4,1,2,4,3,2,5,4,5,5,5,2,1,1,4,1,1,4,5,5,5,5,3,5,5,5,5,22,2,34,29,29,47,DO
3,3,3,3,2,3,3,3,2,3,3,3,2,4,3,3,2,3,3,3,2,3,4,3,4,3,3,3,3,3,3,2,3,2,2,2,3,3,2,3,44,1,28,29,31,25,AD
3,4,3,3,5,3,3,2,2,1,3,2,3,3,2,3,4,3,2,4,5,5,5,5,4,2,1,3,1,4,4,4,4,4,5,3,4,5,4,4,35,2,29,29,35,41,DO
3,1,3,4,3,2,3,3,4,2,2,2,2,2,2,4,4,4,4,2,3,4,4,2,4,2,2,3,2,2,1,1,4,3,3,2,4,4,3,3,49,1,28,28,28,28,AS
5,5,5,4,4,5,2,2,5,2,5,4,5,5,5,2,1,2,2,2,4,4,4,4,3,2,2,4,2,2,4,4,2,3,2,2,4,4,2,2,36,2,39,33,31,29,AS
4,4,4,4,3,4,2,2,4,1,5,4,3,4,3,2,2,1,1,2,3,5,4,5,2,2,2,2,2,2,4,3,3,2,4,4,4,4,4,3,35,1,32,27,29,35,DO
3,3,2,2,4,2,3,3,1,2,3,2,2,2,2,4,4,3,4,2,4,4,4,3,2,1,1,2,4,1,5,4,3,2,4,2,4,5,3,2,30,1,25,28,26,34,DO
1,2,2,1,2,1,4,4,1,2,2,2,1,1,1,4,5,5,4,5,3,2,5,2,4,4,3,3,2,0,3,4,5,2,2,2,4,5,3,1,25,1,20,30,28,31,DO
5,4,4,4,3,3,1,2,2,2,4,4,4,4,4,2,2,2,2,2,5,5,5,5,3,3,2,3,2,2,4,4,4,3,4,4,4,4,3,2,39,2,30,30,35,36,DO
5,5,5,5,5,5,1,1,5,1,5,4,2,5,4,2,2,1,2,1,5,5,5,5,1,1,1,1,1,1,1,1,4,4,4,2,1,3,1,1,66,1,38,28,26,22,AS
2,4,4,2,4,4,2,2,1,1,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,2,2,2,2,2,3,4,4,2,4,2,4,4,2,4,26,2,26,30,30,33,DO
4,4,4,4,3,4,3,3,1,1,4,4,4,4,4,2,2,2,2,2,4,4,4,4,3,2,2,2,4,2,2,2,3,3,3,4,4,4,2,2,44,2,31,30,31,29,AS
4,4,3,4,4,3,2,2,1,2,4,4,4,4,4,2,2,2,2,2,3,4,4,4,3,2,2,2,2,3,3,4,3,2,3,3,2,4,3,3,40,1,29,30,29,30,SC
5,5,5,4,4,4,1,2,1,1,5,3,2,5,5,3,1,2,3,2,5,3,5,5,2,1,1,4,1,2,1,4,3,3,3,4,5,5,3,3,33,1,32,31,29,34,DO
5,4,3,4,4,3,3,2,1,1,3,2,2,4,4,4,2,3,4,3,4,4,4,4,2,2,2,2,2,2,2,2,3,2,2,2,4,4,3,2,32,1,30,31,28,26,SC
4,3,3,4,3,3,3,3,3,1,3,2,5,4,4,3,2,4,3,2,4,5,5,4,4,3,1,2,1,2,3,4,4,3,4,4,4,5,3,4,29,2,30,32,31,38,DO
5,5,5,5,5,5,2,2,2,2,5,5,5,5,5,1,1,1,1,2,4,4,5,3,5,4,4,4,2,3,4,4,5,5,5,4,4,4,4,3,39,1,38,31,38,42,DO
3,3,2,3,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,2,4,4,4,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,54,1,28,29,32,31,AD
4,4,3,4,2,3,3,2,2,1,4,5,5,4,4,2,2,2,2,2,3,5,3,4,2,2,2,4,1,1,4,4,3,2,2,4,4,3,1,2,32,1,28,32,27,29,SC
2,3,4,3,5,4,2,3,1,1,4,4,3,3,3,2,2,2,3,1,5,5,5,5,1,2,2,2,1,1,5,5,5,3,4,2,2,4,3,4,28,1,28,27,29,37,DO
3,5,5,3,4,4,3,2,2,2,3,5,4,3,3,1,1,2,2,2,4,1,4,4,2,2,1,3,2,2,4,4,4,4,4,3,4,5,3,3,29,1,33,26,25,38,DO
3,4,2,4,2,3,4,3,2,1,2,4,2,3,2,3,3,4,4,3,2,4,4,4,4,3,2,4,1,4,4,4,4,4,3,4,5,4,4,4,26,1,28,30,32,40,DO
4,3,3,4,2,3,3,2,2,2,2,2,3,4,0,3,2,4,3,2,4,4,4,4,2,2,2,3,1,2,4,4,4,2,3,2,4,4,2,1,41,1,28,25,28,30,DO
4,4,4,4,3,4,3,4,2,1,4,3,3,4,4,2,2,2,3,3,5,5,5,4,2,2,2,2,2,2,3,3,3,2,4,3,4,4,3,3,32,1,33,30,31,32,AS
4,2,2,4,2,2,4,4,3,4,4,1,3,4,5,4,2,1,4,2,4,4,4,3,4,3,4,3,1,1,3,3,2,2,2,2,2,4,2,2,25,2,31,30,31,24,AS
5,1,1,4,2,2,4,4,4,3,4,2,2,5,5,4,2,4,5,1,4,5,3,3,4,4,4,2,1,2,2,2,2,2,2,2,2,4,2,2,25,2,30,34,32,22,SC
4,4,4,4,3,3,3,2,2,3,4,3,3,4,4,3,2,3,3,3,4,4,4,3,4,4,3,4,1,3,3,3,5,4,4,3,4,4,3,4,47,1,32,32,34,37,DO
2,2,2,3,3,3,4,4,3,1,3,2,2,2,2,4,3,4,4,3,4,5,5,4,3,2,2,3,1,3,1,1,1,1,2,1,4,4,2,2,49,1,27,29,32,19,AD
2,1,2,4,2,3,4,4,4,2,3,1,4,2,2,5,2,2,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,1,2,2,1,1,31,1,28,29,31,17,AD
4,4,4,3,4,3,2,3,1,2,3,2,4,4,3,3,3,3,3,2,2,5,5,5,4,3,2,4,2,1,4,4,4,4,4,3,4,4,4,4,36,1,30,30,33,39,DO
5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,1,0,3,3,3,5,5,5,5,4,2,2,3,2,2,3,3,4,4,4,3,4,4,3,3,25,1,34,35,35,35,SC
5,5,5,3,5,5,1,3,1,5,3,3,1,1,1,3,5,3,4,5,1,1,3,1,4,3,3,3,5,3,5,3,4,3,5,3,5,4,3,4,30,2,38,29,27,39,DO
3,3,3,2,2,2,3,2,3,2,2,3,4,3,4,4,2,4,4,3,2,2,4,4,3,3,2,3,2,4,3,3,4,2,2,3,2,2,2,2,26,1,25,33,29,25,SC
5,5,5,3,5,5,1,1,1,1,3,5,4,5,3,1,3,3,3,2,4,5,5,5,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,5,24,1,32,32,25,48,DO
4,4,4,3,5,3,4,3,5,1,5,5,4,4,2,1,4,2,2,1,4,4,4,5,4,3,3,2,2,2,4,4,2,3,2,2,2,2,2,1,23,1,36,30,33,24,AS
4,3,2,2,4,3,3,4,4,2,4,2,4,2,3,3,4,3,4,3,4,4,4,3,3,3,3,4,2,4,2,3,4,3,3,2,3,3,3,3,35,1,31,32,34,29,AD
3,4,3,4,3,3,3,3,2,1,4,3,3,3,4,3,2,3,2,2,3,4,4,4,2,2,2,4,3,3,4,4,4,4,4,3,4,4,3,3,48,1,29,29,31,37,DO
3,4,3,3,2,3,1,1,1,3,3,2,1,1,2,4,2,5,5,3,2,2,2,3,3,4,0,4,3,4,5,4,2,2,2,2,0,2,2,2,51,2,24,28,27,23,SC
5,3,3,4,4,3,2,4,2,1,4,5,5,5,4,1,2,3,2,1,3,3,4,4,4,2,1,4,2,1,2,2,2,2,2,5,4,4,2,2,28,1,31,32,28,27,SC
5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,27,1,39,25,20,19,AS
4,5,4,3,4,5,2,2,3,5,4,4,4,3,3,1,3,2,2,1,5,5,5,5,3,2,2,2,2,2,3,4,4,4,3,5,4,4,3,3,27,2,37,27,33,37,AS
5,4,2,1,5,3,2,2,1,5,5,4,3,4,4,1,4,2,3,1,5,5,5,5,2,2,2,3,2,2,2,2,4,4,4,2,5,5,5,1,48,1,30,31,33,34,DO
2,3,4,4,4,4,3,4,1,1,5,4,4,4,4,3,2,1,3,3,5,5,5,5,2,2,2,2,1,2,1,1,3,4,4,3,3,4,1,1,31,2,30,33,31,25,SC
3,4,3,4,4,4,3,3,1,1,3,3,2,3,3,3,3,3,3,2,3,4,5,4,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,33,2,30,28,31,31,AD
3,2,2,3,2,2,4,4,1,2,4,3,2,3,3,2,3,2,2,4,4,4,4,4,2,2,2,3,1,4,4,4,4,2,4,2,4,4,2,2,28,2,25,28,30,32,DO
4,3,3,4,3,4,4,4,1,1,4,3,3,4,4,2,2,1,4,2,3,5,5,4,4,3,2,3,1,2,2,3,3,2,2,3,3,3,3,1,28,2,31,29,32,25,AD
3,2,2,4,4,3,5,3,5,2,5,5,5,3,4,1,2,1,1,2,4,5,5,4,3,3,3,3,1,3,4,4,2,2,3,2,4,3,3,1,32,2,33,29,34,28,AD
2,4,4,3,3,5,2,2,1,2,4,2,3,2,3,4,3,2,4,3,4,4,3,4,3,2,3,4,1,2,3,2,5,3,2,2,3,2,3,1,40,1,28,30,30,26,SC
3,4,5,3,2,5,3,3,1,1,4,2,3,0,4,3,2,2,4,4,4,5,5,5,1,1,1,4,5,1,5,4,5,4,5,1,4,3,4,4,36,2,30,28,32,39,DO
5,4,3,4,4,4,2,2,1,1,4,4,4,4,4,2,2,1,2,2,4,4,5,4,3,2,2,2,2,2,3,3,4,4,4,4,4,4,2,3,44,1,30,29,30,35,DO
2,4,4,3,4,5,2,2,2,2,4,2,1,2,3,4,2,3,4,4,4,4,5,5,3,2,3,2,4,2,4,4,4,3,4,2,3,4,4,3,35,2,30,29,34,35,DO
3,3,2,4,2,2,4,2,4,2,3,3,2,3,3,2,2,3,2,2,2,4,4,3,2,2,2,2,1,2,1,2,4,2,2,2,4,4,2,2,48,1,28,25,24,25,AS
4,4,2,5,2,4,4,4,2,1,4,2,2,4,5,2,2,2,4,5,4,4,4,2,5,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,45,1,32,32,37,38,DO
3,3,3,4,4,3,4,2,1,2,3,3,3,2,2,2,2,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,2,4,2,4,4,3,2,32,1,29,23,28,33,DO
5,4,3,2,2,3,4,4,2,1,4,1,1,5,3,5,4,3,5,2,2,5,4,4,2,2,2,3,2,1,4,4,4,2,2,1,4,5,2,1,19,2,30,33,27,29,SC
5,4,4,4,4,4,2,2,4,2,4,5,3,4,4,2,2,3,2,2,2,4,4,4,5,3,3,5,3,4,3,5,4,3,4,4,4,4,4,4,23,2,35,31,37,39,DO
4,4,5,4,5,4,3,4,2,1,5,5,5,4,5,2,1,2,2,2,4,5,5,5,2,1,2,3,2,3,3,4,4,4,5,3,5,5,4,4,32,1,36,33,32,41,DO
4,4,2,4,3,4,3,3,2,1,3,5,4,4,3,2,3,4,3,2,2,3,4,4,3,3,4,4,4,4,3,3,5,2,4,4,4,3,1,2,33,1,30,33,35,31,AD
5,5,4,4,4,4,3,3,2,2,5,4,4,4,4,3,2,1,4,2,2,5,5,5,3,2,2,4,4,1,3,4,4,3,4,4,4,4,4,4,38,1,36,33,33,38,DO
2,3,2,2,2,3,3,2,2,4,2,3,2,2,3,2,3,4,4,4,2,5,4,2,4,3,3,4,2,4,4,4,4,3,5,3,3,3,4,3,39,1,25,29,33,36,DO
4,4,3,4,4,3,2,1,1,1,3,3,3,3,4,3,2,2,2,1,5,5,5,5,1,1,1,1,1,1,5,4,5,4,4,3,5,4,3,2,41,1,27,26,26,39,DO
2,2,1,1,1,1,4,4,4,2,2,2,2,2,2,4,4,4,4,5,2,4,4,4,2,2,2,2,1,1,4,5,2,1,1,1,1,2,1,1,30,1,22,31,24,19,SC
5,4,4,3,4,5,3,4,1,2,5,4,3,5,3,2,2,1,2,2,3,4,4,4,3,2,2,3,3,2,5,4,4,3,4,3,4,4,3,3,38,2,35,29,30,37,DO
5,5,5,4,4,4,2,3,5,5,5,5,4,5,3,1,1,1,1,1,4,4,4,4,3,2,2,3,4,3,2,1,1,1,1,1,1,3,1,1,33,2,42,27,33,13,AS
3,3,2,4,4,3,3,3,1,2,3,3,2,3,4,2,2,3,2,3,4,4,4,4,3,3,2,4,1,2,5,5,2,3,3,4,4,4,2,4,18,1,28,27,31,36,DO
4,3,3,4,2,3,4,3,1,3,3,3,2,4,2,3,3,3,4,2,2,2,4,3,5,4,4,5,2,4,5,5,5,2,2,2,2,2,2,1,29,1,30,29,35,28,AD
4,3,3,5,3,4,3,3,1,2,5,4,4,5,4,1,1,1,3,2,4,5,5,5,2,3,2,4,1,4,4,4,3,2,2,4,3,3,2,2,48,1,31,30,35,29,AD
5,4,4,4,4,4,2,2,1,1,4,5,5,4,4,2,1,2,2,2,4,4,4,4,2,2,2,2,2,2,4,4,4,4,2,4,4,4,2,2,33,1,31,31,28,34,DO
4,3,3,4,3,4,3,2,2,2,4,4,3,4,2,3,3,2,3,2,4,4,4,4,2,2,2,4,2,3,4,4,5,4,4,4,5,5,3,3,28,2,30,30,31,41,DO
4,4,3,4,3,3,3,3,2,1,5,4,4,4,5,2,2,1,2,1,5,5,5,5,2,1,1,2,2,2,4,4,4,2,2,3,4,4,2,2,50,2,30,30,30,31,DO
5,4,3,2,4,3,3,2,4,3,5,4,5,4,3,2,3,2,2,2,4,5,5,3,3,2,2,4,1,4,2,2,2,1,3,1,2,2,3,1,33,2,33,32,33,19,AS
4,3,3,4,3,2,2,2,1,1,4,3,2,4,4,2,2,2,4,2,3,5,5,4,4,2,2,3,2,2,2,2,1,1,1,1,4,2,1,1,37,1,25,29,32,16,AD
4,4,4,5,5,4,2,2,5,1,4,5,5,4,5,1,1,2,1,1,5,3,5,5,1,1,1,1,1,1,5,5,3,3,3,2,4,4,4,5,43,1,36,29,24,38,DO
5,4,5,5,4,4,3,4,2,2,4,3,3,4,4,2,2,3,2,1,4,2,5,5,4,4,3,2,2,3,2,2,3,3,4,3,5,5,3,3,32,1,38,28,34,33,AS
5,1,4,2,3,4,3,3,3,1,2,2,1,5,1,1,5,2,4,2,4,5,4,3,4,2,4,5,2,3,2,2,4,1,4,1,4,1,1,1,36,1,29,25,36,21,AD
4,3,4,4,3,4,4,0,1,2,2,3,2,4,4,4,2,4,3,2,4,5,5,4,3,2,1,4,1,2,5,5,4,4,2,3,4,4,2,3,22,1,29,30,31,36,DO
5,5,5,4,4,5,1,4,1,1,5,5,5,5,5,1,2,2,2,1,5,5,5,5,1,2,2,2,1,4,5,5,2,3,4,4,2,4,2,2,40,2,35,33,32,33,AS
5,4,4,4,4,4,1,2,1,1,5,4,5,5,4,2,1,1,2,2,3,4,4,4,4,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,33,1,30,31,30,30,SC
4,3,2,3,3,4,4,3,1,1,4,4,2,4,3,2,2,2,2,2,2,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,3,3,18,1,28,27,32,34,DO
4,4,5,4,3,5,2,2,3,2,4,3,3,4,3,4,3,2,3,3,5,5,5,5,3,2,2,3,4,3,3,2,2,2,3,4,4,4,3,2,60,1,34,32,37,29,AD
4,4,4,4,3,3,1,3,3,2,4,4,4,4,3,2,3,1,2,1,3,4,5,4,4,3,3,4,4,3,5,5,5,5,5,4,5,5,4,3,20,1,31,28,37,46,DO
4,5,4,4,4,5,1,3,1,1,4,4,4,4,3,2,2,1,4,2,5,5,5,5,2,2,2,3,2,3,3,3,3,4,2,2,4,4,3,2,51,1,32,30,34,30,AD
2,4,4,4,4,4,2,3,3,2,4,3,3,2,3,3,3,2,2,1,3,5,5,4,4,3,3,4,4,3,5,5,5,4,5,4,5,5,3,3,20,1,32,26,38,44,DO
4,4,4,4,4,4,4,3,2,2,4,3,2,4,3,3,4,3,3,2,4,4,4,4,3,2,2,4,2,2,4,4,4,3,3,3,3,4,3,4,46,1,35,31,31,35,AS
3,4,3,4,4,4,1,4,1,1,3,2,2,3,3,5,2,3,4,2,3,4,4,4,2,2,2,3,3,2,4,2,2,1,2,2,3,3,2,1,49,1,29,29,29,22,AS
5,4,3,4,4,4,2,3,1,1,5,5,5,5,4,0,2,1,2,2,4,4,4,4,3,3,2,4,2,2,4,4,3,2,4,2,3,2,3,3,48,1,31,31,32,30,AD
4,4,4,3,3,4,2,3,1,1,4,2,4,4,3,4,2,2,4,2,4,4,4,4,2,3,3,2,2,2,5,4,3,3,2,3,3,4,2,2,35,2,29,31,30,31,SC
4,3,3,3,3,3,4,4,4,2,3,2,4,4,3,3,3,2,3,2,5,4,5,4,3,2,3,4,2,2,2,2,4,3,2,2,3,4,2,3,62,1,33,29,34,27,AD
5,4,4,5,3,4,1,1,3,1,2,0,5,5,5,2,1,4,4,3,4,3,5,5,1,1,1,1,1,1,3,3,3,4,3,3,2,2,2,1,55,1,31,31,23,26,AS
2,3,3,4,2,2,4,4,5,1,3,4,4,2,4,2,2,4,2,1,4,4,4,4,4,5,5,4,2,4,4,4,4,2,3,3,4,4,2,2,29,1,30,28,40,32,AD
4,4,4,5,3,2,3,2,2,1,5,4,4,4,4,1,1,1,3,2,1,5,5,5,5,5,5,5,3,3,3,4,4,4,4,3,4,3,2,1,33,2,30,29,42,32,AD
4,4,3,4,2,4,3,4,1,1,5,2,2,4,2,4,2,1,4,2,2,4,5,5,3,4,2,2,5,3,4,4,2,2,3,2,2,3,2,1,32,1,30,28,35,25,AD
2,4,3,2,3,4,4,3,1,1,5,4,5,3,2,2,3,1,2,1,4,5,5,5,4,3,3,4,4,4,4,4,4,2,1,4,1,4,1,1,38,1,27,28,41,26,AD
5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,36,1,38,30,26,50,DO
